weight,user_id
2,pU6GoRTcl1rIOi6zMynjog
2,NcUMNz6tAahD6mDmuKwYIA
1,1a36KbE7XH31Uo4fkmdkqQ
2,7wFpWiJMxePaaGiL_c-_IQ
2,i3dgAM1hWY9UdUCNMDnLXQ
1,A7wZ9ajdlhbMeGIGAlUIbQ
2,U4INQZOPSUaj8hMjLlZ3KA
2,W1AFbtC37Q1RzdrKS51NmQ
2,KUmin6YNvQZVdrhVED7GAQ
2,SNQcE_Bc0QAbxFu5F1dTzw
1,KRAGCgnAC0Lmw9YaVSqY7w
2,Fw4UjJ6yBeyPB27Y4wwEUQ
2,fRJpK_b0rrjpBgRZjvfvgA
2,QFrfQw7FH96Vk6PFxxTLcA
2,F78tJHr0qW6FsYBtWMmLpA
2,w3izOrjKX12NYJAdexrOsg
2,HMIHCfW-2E4av8vmqM_UUg
1,C4SYuh95-rlwCnCu0ZOD3w
2,T8LqkYbwMPZmvXSsUfN8sQ
2,yH3Jyu5vRTAJ8uMAD2bLGQ
2,HYQoxBC1y1DGPq6pGP09Tw
2,NO5e0WtLAOYcjheLU6OEVg
2,qSymKMc9KMMR1_XkM6JA1g
2,vfPUBDkKsWBb2YOKXG8r5w
2,jX7n6KfNZ22kBh6AHhxRbA
2,l1jYrj9DvTe4t92kGEH3BQ
2,LNPyE5X1K5B_flcTCH9StQ
2,Rzb1Xz2W6ruoLrDz6uZC9g
2,EabxeG8lOVaWHrRJYHDrIA
2,0cyp4yH4XUkOKcQuP3_G7A
2,5-LXxNNX8hH0Qk16BlPU3A
2,rqb5abV146wcU-Z7JxfEIQ
2,pUQdU4MlkB46jIdYs9oMUA
2,Gr-MqCunME2K_KmsAwjpTA
2,hrHy0S30UgjPy-dj1J4WNA
2,AYQGK2AZkIPkrqgAb72Qkg
2,PEjS7EYRg1cfHyx3r-w0qg
2,WgEKUJoh5msZlOlTCKnKtg
1,AxFluVrPUVN0pPBX7LD--A
2,RFXdqe9P56RI1vW3BhHn6g
2,eZfHm0qI8A_HfvXScwIYsg
2,trUFnQXasV8l2iJSzZKXrg
2,WG3w_73scm_JUWJ_3Lgn0Q
2,Kp5KHBSmV-Htc9NeSjJfPA
2,fm2npkf_1BNUPRZQbvJA0Q
2,KSMCCu1p3NCN6nZupOE7JQ
2,NfU0zDaTMEQ4-X9dbQWd9A
2,M-xJMhi-HphpWaD2992K3A
2,jgoG_hHqnhZvQEoBK0-82w
2,OberW6P_lUSrt1jbNpLHvw
1,QjMc16MFIeytPROXQRsZgA
2,W81-CPVrM9c6F8XiNuEUvA
2,tWVlSt-66fl6bk9_5UzltQ
2,vBSzgSvcawxtaDuIdi9hCA
2,MrjWsyI5wLyhXsIUbmzt8w
1,taqw380yqbQiANYsDyiJyg
2,PoYY1CAGOx4dkNgOP1zQHA
2,lsLuVKmdh45yommr53zfRg
2,bG4EeVOCEXnvTtZTI2GVsg
2,UG4EKu13JRwzRix6ESINdg
2,egGlOdJsorbNbd43oXfTbA
2,zUKeZNu4tCG56xjwWH54Vw
1,imzzRPlAI9_ju5imHmtGYQ
2,uwRd0buZlfjPWbmNK7kGhQ
2,W-La-8pnqIYBk2eyfoA4Gw
2,VM-pBrNPfZm-5YWcMCVbqw
2,TJZ773c6IobB29sEwkBAyg
2,sxEzazybwfF86Mv8Dm3tgw
2,HNycc5PctOiR2PXb-TFCIQ
2,gI8J0bK37cXpdrOb8wK_Ew
2,Z4a9QmzKt7dB4Ju59yQOMA
2,FTZyZbr1eF7s3Ss7uSLcXQ
2,kfpcPUq8CYE-dZlgUKm5yw
2,xDYZjoE02HNXMH9dZXVlig
2,rKOVduk_kQpoIiom5lbBAQ
2,3KK7L2Q6NMfJA1Ky4Ntmdg
2,zoyb93pskMhDgXZgv-DKtA
2,_rhYsgWA03_D88d3xEGFvw
2,DIqmYwkcPFcYnEpWvzXeOQ
2,HUI9SrB4NW0GP0MUCCT6VA
2,ZLS7cwa1UplSB8nRrwrHIQ
2,6QFyYvYgN1XcVfxMMMWxGw
2,lN7JeDlr-xoS6kTBDB9vYg
2,Rgb5esaGOPFGX5hb-cJv7g
2,j-1qkha4h87wMfNfwPvfqQ
2,hyIVFPfm3TyPWQf0Xh9u1Q
2,vBs9C8XnE8Py8yji7EF3nQ
2,k1VrwDJi2OOrmRfkiIzNug
2,Y5oH9VlzH0IfhCQ3SSESoQ
2,InDrrRvQ9f732YGPX4Ixmg
1,5QjxYqp5nYKqfbSMjv1ztQ
2,g3HFkZgloxLQCvoJ5Zs5gg
2,doGsaahbqD7ePHP19UsDsg
2,GmXOSEbXy8JXmvo9hM5WWQ
2,ELfzWgdf64VBLi5z1ECItw
1,4IGyt_shx_bAi-SHjWhX-Q
2,3iaQRn8gPiuarpYmv9dOJA
1,Aqz1DKxUb7vI3d6C3eDejw
2,AvC5XQAElcGAAn_Wr5auEg
2,RndtjBHm41mIisU-oGeV1A
1,EyMQbF09s17-iBPY6TWwVA
2,hWDybu_KvYLSdEFzGrniTw
2,KVJMmL0YhWwZRUhhMNkpjA
2,PpaIA3DA_0Y_XpGHPxgjLg
1,uY9Q_Vw7YAJtJQA0FQJR7g
2,fLnkI1uHtXEsjtF6KoBHbQ
1,-dKNk9ts0MwuSuEtX-eSUw
2,jp1cDthqcWX62NtL1oAKlQ
2,MRw1yT9BChejK1lSwVc43w
2,8lEywHSvti2UjFP8ODbnHg
2,paNtPIcJtA_7TqwC8q27-g
2,eguB3eXzLRK3h40Oi0Iw3g
2,ZqO2776PGEMZRjsX-mfXNw
2,HOKngwcMBbb8Sa-jl4ZzJw
2,S0CoIlPKRmijNgC9v649xw
2,Hw5riZfnB-B7G79vBTOssA
2,53dkR4-xyhjsCVHfrwiGaQ
1,g4c63CuQP6Nx2VSMvH9Bmg
2,fgkJ6KUlrmbKyLDQervxsw
2,DihTsliUxbqpoA9W3uRDBA
2,nyl_1VcRIAyI55bb_scpdw
2,rt3PC7WCgCKsoufmQJELfw
2,u3ZPMVVEzneq8x856WksJQ
2,HXOfPXPMvdXNpQ_l0RRjKw
2,_ireXTpAJwUchkC71J-qoQ
2,JwoMEL4XF5zBB9Auhj6VBQ
2,eAvJCtu_qa1iR8CTS6wz-w
2,TK7208ZMWAERUUY2dEtD6w
2,gvyYZgFdBbcT3xGjWOvZag
2,CkM9FtxelvahpE9StyON3A
2,jUZW1alRK8QvdZ-pH1OquQ
2,Q3eM3xS_tWr56GrRDJO8Ag
2,hCy4Kkyo4N0fFLMDpKjYyw
2,NZOTHK7fVn_4L966mk25EQ
1,GG_tjDrNYyGGlSVDbd_zmQ
1,0BgfM31IUh0DjBfaMe6uMg
2,NDhDMKqSiBc0L06jKlFnmg
1,DIadC2ztwyyFsjekVEbSUw
2,hYWwocw-J4KdyGLrUlOYXA
2,Ptr5SI7JVvbxoEUsWjOU3Q
2,cZ16H_Fc3s2-2AYrs-LEJg
2,MFGDwMQJijNc0mHv1s_BUQ
1,iBShwZ_EeYJh37BFGlHnUA
2,Nf_Jw_W_CwOz5WJ7ApSMxg
2,djxnI8Ux8ZYQJhiOQkrRhA
2,eO1ZCFWJCZcETr9dfSydRg
1,61vQJSnhppMOCEIpmqAY0g
1,6XVsgKzY4-04u9QthFZF0Q
2,_siniUb8CoN9of4mhAtj_g
2,5bT16QvBp6t33vIfqtJahg
2,vomIEH9MAenOcvoXvH7kRA
2,VFr6lODPXmakSm4BFebKww
1,gN3GQkXRsZyf9yETgpHxzA
2,3FjdHwnoz-vfw6hBBtckqg
2,0EigY2IT-Boxz4tFj-P1Zg
1,DpUTP6FFCmRwRGo9A_MGHA
2,atLaTfIk1efrcO71SEixJw
2,TDOVp-BzKusKbNB5myoDeQ
2,Nwh2hihkEwum289l_WdQUg
2,cek_1lxcWUmOkVBtYMbQ-w
2,wsv4eiRRog12yKSUwrl2TQ
2,BjtJ3VkMOxV2Lan037AFuw
2,p_2daiuEk774FFHsKrCAlg
1,nshZ4M7aUkkJ396k75lvUQ
2,P9yweXls2Pg-EMipYr45XA
2,HLY9oDcVBH9D25lU4X_V5Q
2,DyQpYGALYV-WmKfb5rThGw
2,an-ijVpGQxgiOBX9qTBOyQ
2,8a0GHVSVs3rSRtNIIR4rlw
2,jFstakj1H7l3zuVESp0Ygw
2,nzsv-p1O8gCfP3XijfQrIw
2,NNL1zLTP2J_SOputgoPYeQ
2,Fv0e9RIV9jw5TX3ctA1WbA
2,QCtHk02W_Asu2LFfdmGQDA
2,Qb8sDTzr54wRtT9hm1ZBCg
2,Wy7y_Tc6nfJCnR_oJ_4X2w
1,lnFmn6s1vPWKL6rOmQktnA
2,NaWSRaSwF8moJVT19tlZbg
2,gtEjMgcW74ZcG0zzMctmKg
2,pznDHVHsO1ZbsG7f4TaNRA
2,B8D9WyakYaObjA2icM7GGw
2,861VsknkUj86-FDXNMyebA
2,4RUXeyp_Af2C5t9JFyJlBQ
2,U4OvG7ZB4-go6j1AJAGAjA
2,3cBVCNsm273EJ_GM4FVvJg
2,OPJ0TW8tt5UanY2_YpCgIQ
2,6jLniOP59WvLFfHx8c4tvA
2,f4_MRNHvN-yRn7EA8YWRxg
2,1fBZy5_5CgT9ZK-bpbizLw
2,ZsjuEgOdvx9l5GKZdtwYIw
2,UKU5x7fgNWzzdpCh3PqS0A
1,wi3P_JxFvsAAe9l_HOGjPA
1,5NMZAS-7LeJqt3dMO_R40g
2,64WaWNeYSmN45a1MdiFv5w
2,ub9gpClegbi7u0QEa7499g
2,pN6pzJR6mK7549M0azoaxg
2,R43vtQ150xrgGfKiNnZ0SQ
1,g2prozZ3UHPGZ18MYFF1Fg
2,AEgYsg7EHi-Z6j8R3vd06w
2,8tX-EprIfJarL2n88bnqkw
2,4oXAXEhecwlnqcq1pZP94Q
2,g89D3f_9GnTzHPNoxIpuKQ
1,2pN7H-6Sa38MGVRoDPAlyQ
2,FVeD1j9SeczVz-jZyPxBJg
2,2CPznDdy5cnOb5jm2RDqbg
1,vmKhwIGMsnHwhBmV1NwoSA
2,xABlzueuASJi8XeZ4ezkOg
2,HQlvsUqVhtJDH0ASBzaLsA
1,ACE9fZS6F58SCThoJrAkaQ
2,pZ6P_1V-bTSoYG1fg1TXzw
1,GD1_XinLL80lvRUcsV2b5g
2,edzNp8etn4V123VPgMBi3w
2,TviI9ML9TJmA0BBRclweeQ
2,YWWDhFvemd93HKof8D-QoA
2,sYtSLVYOyWavDzBU1ot5vw
1,J619d4Gu4WiEaGb6pC6f8Q
2,CbHXrH-CHM8egdKYAxqaPQ
2,h4o8e_Xbca2kXQO_vzOqgg
2,jpRFWQLrPnCQN5FThm7T4w
2,UYcmGbelzRa0Q6JqzLoguw
2,A5A34ixb-yy6nwL42iZsnw
2,tEy1MNP7tHJlZgP7xqF4yA
2,Ma36ekE7AkwAwSh1-utZeQ
1,V2Acjk_bVHuG9BuDxsQ_8A
2,e8Sb6rtowM5eMywEpPYh8A
2,0juzbrgcLHqobdK-OZAyiw
2,WR1fZqarWeDgtyVxOgBt_A
2,ZcFB7xOpJufgX9hHPFh9mQ
2,u_wqt9RshdZsoj8ikLqoEQ
1,XG8eFiITU-S59krDgt-IKg
2,Gap65780O9PI3Ui7Zj6Avw
2,dIIKEfOgo0KqUfGQvGikPg
2,hXOHumtKuh0180dT6VV_oQ
2,RuYYtPAdhVjQ6u6GqmgZHw
2,3Gx7T1tC5YemGKIGizLBoQ
2,7BdDh9NBmC-Vdt-WKeXxdw
2,YwaKGmRNnSa3R3N4Hf9jLw
2,f_cFLh1ecmYjd1yeo-93-w
2,-uk4wYCSmjWz8vH9XkqroA
2,kl_yCsj4ESbUphmpCfVvRA
2,my2QdiHb5c9i67otCSL-bA
2,bWJWcQyDKtFSvsTW2tR3hw
2,yhJ1SVBSjC_R2viEh5AbUA
2,5M1Kjx4seOmwODw4XZFTPg
2,cdB_dIYHieklXNyvmrXweA
2,9mkaaU4tx5J-029axdvGXg
1,kD99hgvKtHLe2Vwq9iXbJg
2,ro8lGoWMsa49B3tWLaWwSA
2,KBSFwLHntHwf0e28a94ckg
2,0qIelmM4NjI5Y5b_VQI-Qg
2,OXSJCjKtvZPf-YPDCXcWZg
2,Wt-dSc-L33pKiQ4mdZv3nQ
2,w1TjcJ6itK7LC_IY61NQIQ
